claimid,incident_date,claim_type,uninhabitable,claim_amount,fraudulent,policyid,policy_date,coverage,deductible,townsize,gender,dob,edcat,job_start_date,retire,income,marital,reside,occupancy_date,primary_residence
868738019,3/28/2008,5,0,5.268,0,IMK-236998,4/30/2004,126,1000,5,0,1/16/1978,1,7/15/2004,0,21,1,6,2/17/2000,1
908397563,1/17/2008,1,0,76.637,0,HKO-703348,5/12/1987,1080,2000,3,0,2/22/1951,3,6/3/1982,0,369,0,3,9/8/1975,1
258776547,11/1/2008,5,0,21.387,0,YTW-779707,2/23/1991,463,1000,2,1,4/17/1955,2,3/11/1996,0,173,0,1,3/27/1983,1
437718802,9/10/2008,5,0,6.73,0,GBF-603507,8/11/1991,112,2000,1,0,5/13/1946,3,10/7/1996,0,32,0,1,5/28/1985,1
600280817,8/30/2008,3,1,302,0,LKA-160536,7/9/1984,302,1000,5,1,6/15/1948,4,5/25/2001,0,79,1,3,2/14/1982,1
740873117,11/6/2008,3,1,234,0,IMG-650152,10/4/1971,234,1000,4,0,8/4/1930,1,9/26/1966,1,70,1,3,6/3/1964,1
580204541,6/3/2008,2,0,223.1502,1,GZO-289356,3/11/2002,2102,2000,1,0,6/19/1973,5,12/30/2003,0,62,0,1,2/10/2000,1
702396341,4/13/2008,4,0,62.014,0,SEV-649047,12/7/1988,174,2000,1,0,1/31/1951,3,5/15/1978,0,236,0,1,8/23/1988,1
490905787,8/24/2008,3,0,98.971,0,IST-643115,5/26/1996,230,3000,3,0,1/29/1944,2,7/12/1983,0,135,1,2,8/11/1993,1
871663148,1/30/2008,3,0,54.05,0,JJQ-673929,9/22/1991,161,3000,5,0,9/25/1940,3,3/31/1980,1,33,0,1,5/28/1986,1
288531162,2/21/2008,2,0,25.776,0,KXX-342706,7/21/1974,303,3000,2,0,2/9/1946,1,8/5/1995,1,11,1,2,3/4/1969,1
195557758,3/11/2008,5,1,29.258,0,JST-274614,3/12/1980,197,2000,4,1,6/22/1942,3,3/5/1995,0,76,1,3,7/25/1971,1
168738964,9/26/2008,4,0,80.27,0,ZNJ-642438,10/7/1995,208,1000,2,1,8/30/1959,2,2/25/1994,0,62,0,2,9/17/1990,1
892536369,3/14/2008,5,0,2.449,0,EGO-909766,12/14/1996,127,3000,1,0,10/31/1972,2,2/14/2006,0,34,1,2,11/16/1996,1
382732879,1/10/2008,1,0,5.826,0,KNS-652309,9/16/1989,100,500,3,0,10/29/1962,3,10/10/2005,0,34,0,3,2/23/1985,1
176913528,11/6/2008,3,0,98.304,0,RRA-497508,10/22/1978,241,2000,2,1,5/1/1944,4,7/23/1997,0,632,1,2,8/6/1971,1
654678198,6/26/2008,2,0,27.364,0,JKJ-413114,3/11/1987,209,2000,2,1,10/20/1935,3,2/24/1992,0,97,1,2,2/7/1977,1
759346012,5/13/2008,5,0,9.071,0,XYH-661748,3/30/2007,177,1000,2,0,3/20/1983,4,8/21/2007,0,16,1,6,10/22/2006,1
551258586,11/5/2008,3,0,88.473,0,PMD-290183,12/6/2003,249,1000,1,1,2/25/1976,4,3/9/2005,0,52,0,1,7/8/2000,1
188062016,10/17/2008,2,0,20.463,0,FYJ-112047,9/24/2005,140,3000,5,1,11/18/1979,4,7/25/2006,0,26,0,1,6/29/2000,1
255139994,5/24/2008,5,0,6.238,0,HET-894635,2/19/2005,73,500,4,0,12/9/1980,1,10/21/2001,0,28,0,2,6/20/2003,1
988946781,10/16/2008,3,0,331.799,0,UPX-305183,11/18/2006,725,1000,1,1,7/30/1986,3,11/14/2008,0,45,0,4,10/22/2006,1
663312152,5/30/2008,1,0,10.848,0,NTJ-439800,10/1/1973,174,3000,4,1,10/30/1930,4,2/11/1983,1,70,1,3,4/21/1961,1
714451017,6/9/2008,3,0,33.921,0,UAM-025313,11/24/2001,92,1000,1,1,4/10/1952,2,5/17/2003,0,33,0,1,2/14/1997,1
738281792,3/4/2008,3,1,424,0,XEH-288003,11/29/1999,424,2000,2,0,5/29/1971,4,1/21/2007,0,117,0,1,3/18/1994,1
7448592,11/4/2008,3,1,941,0,SSO-992125,11/28/2004,941,3000,2,1,6/24/1971,1,7/18/1996,0,90,1,4,3/12/2004,0
335564524,4/12/2008,3,1,259,0,CRZ-788528,7/15/1995,259,3000,4,0,10/20/1960,2,12/27/1996,0,58,0,1,1/16/1992,1
716619892,6/20/2008,4,1,439,0,QFC-538789,5/3/1994,439,3000,5,0,8/14/1967,2,4/25/1999,0,46,0,1,1/2/1994,1
622211110,8/21/2008,4,0,212.937,0,MFH-174899,4/6/1985,489,1000,4,1,11/24/1941,5,12/27/1994,0,123,0,1,12/11/1972,1
574122739,2/10/2008,5,0,27.657,0,ZAP-037716,8/26/1981,497,2000,3,1,2/8/1946,2,9/5/2001,0,64,0,1,1/22/1970,1
247371592,10/5/2008,5,0,9.63,0,RUN-121316,4/18/1988,167,2000,3,0,1/24/1959,2,11/10/2000,0,81,0,1,4/7/1982,1
1503937,1/7/2008,2,0,27.442,0,OHY-976671,1/21/1996,356,2000,1,0,12/11/1966,2,3/26/2003,0,89,0,1,5/19/1990,1
809410182,7/5/2008,2,0,32.408,0,HXD-324504,5/17/1989,253,1000,4,0,12/17/1956,3,6/24/1983,0,253,1,5,6/3/1980,0
342614357,7/25/2008,2,0,11.523,0,AUW-419833,3/6/1977,129,500,3,0,12/3/1941,2,9/24/1976,1,28,0,1,1/27/1971,0
304893559,4/25/2008,1,0,6.962,0,UDP-907408,6/22/1974,104,1000,4,0,4/1/1942,3,5/13/2003,0,54,1,2,10/24/1967,1
167409294,9/2/2008,1,0,35.119,0,MQP-976986,5/10/1990,705,3000,3,1,9/1/1943,2,6/25/1999,0,44,1,2,11/26/1981,1
92913108,3/12/2008,5,0,3.8073,1,UCX-169875,3/11/2008,78,1000,4,1,6/15/1989,2,12/5/2008,0,19,0,1,4/30/2008,1
292896286,5/9/2008,5,0,2.525,0,GJF-790321,5/15/2006,70,500,3,0,2/25/1946,1,4/16/1996,1,17,0,1,11/23/2002,1
978505278,8/15/2008,5,0,4.636,0,RUW-400158,5/16/1994,98,1000,3,0,10/29/1947,2,6/7/1994,0,142,1,2,4/29/1988,1
406297053,11/18/2008,2,0,14.147,0,HSQ-735118,1/7/2000,130,1000,2,0,5/4/1980,1,6/26/2000,0,44,1,3,10/12/1999,1
319921906,4/7/2008,2,0,19.524,0,SRF-014419,3/2/1983,250,1000,3,0,9/11/1946,2,4/2/2004,0,34,1,2,12/22/1982,1
878297396,4/7/2008,3,0,29.039,0,QNP-554399,6/26/1999,59,1000,2,1,11/4/1977,1,11/22/2000,0,24,1,3,2/14/1998,1
979146578,8/15/2008,1,0,25.556,0,MKJ-782408,3/26/1991,407,1000,4,1,12/29/1953,4,4/6/2005,0,74,1,3,4/28/1981,1
495649519,5/26/2008,3,1,150,0,DUZ-073453,6/13/2007,150,1000,4,1,2/14/1988,3,8/29/2008,0,31,0,1,5/31/2007,1
515061656,1/17/2008,3,0,24.15,0,VCK-673794,1/19/2007,71,1000,2,0,3/27/1986,4,10/2/2008,0,58,1,5,10/25/2005,1
182350982,8/17/2008,3,0,82.316,0,CIS-537464,9/8/1996,194,1000,4,0,10/11/1970,2,6/18/2002,0,42,0,1,2/16/1990,1
65111746,10/10/2008,5,0,6.113,0,LYD-325421,3/11/1977,69,500,2,0,8/27/1933,1,10/5/1971,1,43,1,2,8/16/1974,1
370481359,9/4/2008,1,1,73.295,0,FYX-569307,11/11/1998,428,2000,3,1,5/2/1961,3,7/12/2001,0,52,0,1,12/2/1994,1
767170024,6/16/2008,5,0,10.968,0,UNG-512631,11/11/2004,235,500,4,0,2/3/1976,4,6/29/2006,0,23,0,3,3/6/2003,1
199445165,5/23/2008,1,0,2.778,0,AZM-017669,1/29/2005,77,1000,4,1,11/28/1979,3,2/12/2007,0,22,0,1,9/15/1999,1
262885886,3/9/2008,5,0,28.569,0,KVU-874739,1/10/1997,476,3000,2,1,9/11/1957,5,11/3/2000,0,25,0,4,9/29/1990,1
61551296,10/25/2008,1,0,28.806,0,QVS-059493,1/12/1989,601,3000,1,1,12/26/1931,4,2/14/1968,1,29,0,1,4/25/1979,1
813160447,3/29/2008,3,0,46.251,0,GDB-228979,5/28/2006,147,1000,5,1,8/4/1986,4,5/12/2008,0,32,1,6,2/7/2006,1
842192169,6/10/2008,1,0,49.787,0,KIY-070213,4/13/1971,1071,2000,4,1,5/19/1945,2,4/16/1983,0,606,1,2,12/28/1970,1
58122787,9/8/2008,1,0,8.4315,1,RJV-520377,4/6/2007,151,3000,3,0,4/2/1979,4,3/9/2008,0,21,1,2,1/14/2002,1
12578225,7/5/2008,3,0,303.8322,1,PHS-490879,1/23/1995,712,2000,2,1,12/31/1943,2,1/11/1975,1,39,1,4,8/26/1985,1
482731825,5/27/2008,2,0,49.021,0,KVT-748604,5/6/2008,461,3000,2,1,10/25/1990,2,8/14/2008,0,28,0,1,5/6/2008,1
720398837,11/28/2008,5,0,6.662,0,TKK-274077,1/6/1979,179,1000,2,0,3/29/1943,2,6/5/2000,0,67,1,3,5/27/1968,1
537588223,8/11/2008,3,0,132.358,0,XSH-994601,12/21/1987,320,1000,4,1,12/3/1947,4,12/24/1985,1,40,1,3,6/26/1976,1
91122944,9/18/2008,3,0,117.61,0,UVD-488231,2/27/2006,336,1000,4,0,3/31/1957,2,2/14/1990,0,59,0,1,10/15/2005,1
480751644,1/3/2008,1,0,5.866,0,BAF-058260,12/30/2007,76,1000,1,1,10/15/1988,1,6/14/2008,0,19,0,1,2/7/2008,0
333682267,6/13/2008,4,0,36.898,0,SZQ-899713,9/29/1992,91,1000,2,1,3/4/1929,3,2/25/1990,1,11,1,2,6/27/1990,1
480749732,5/2/2008,5,0,7.125,0,BKS-370308,11/14/1983,134,1000,4,1,12/6/1934,4,12/24/1978,1,63,0,1,10/14/1971,1
498178734,3/23/2008,5,0,13.167,0,UPB-825461,8/4/1990,320,1000,5,0,1/6/1947,2,9/16/1987,0,81,0,1,1/24/1983,1
157572645,7/9/2008,5,0,6.848,0,DIZ-332528,3/25/2004,151,1000,3,0,5/12/1985,2,10/15/2005,0,46,1,5,1/18/2004,1
870390912,1/13/2008,5,0,2.084,0,SZP-123411,1/27/1995,144,1000,3,0,12/26/1969,3,8/31/2007,0,27,0,1,6/29/1994,1
952808545,5/18/2008,4,1,262,0,DYY-126761,4/16/2006,262,3000,4,0,12/9/1986,4,12/6/2008,0,56,1,5,4/4/2005,1
489920942,3/7/2008,3,1,99,0,ITA-413127,5/26/2006,99,2000,4,0,12/17/1986,2,10/25/2007,0,43,1,5,2/5/2006,1
786125404,1/15/2008,1,0,22.452,0,PSO-948046,7/31/1996,314,1000,5,0,3/30/1943,4,10/31/2004,0,49,0,1,9/13/1987,1
630752319,7/12/2008,3,0,35.085,0,EEO-489558,5/2/1992,77,3000,2,0,3/30/1954,2,6/2/1993,0,76,1,3,2/17/1982,1
87852364,2/10/2008,1,0,11.11,0,STS-722248,5/10/1995,237,1000,3,0,3/2/1972,4,8/20/2002,0,32,0,1,4/8/1994,1
543789669,5/7/2008,2,0,3.056,0,MTK-138624,7/12/2007,54,500,1,1,1/22/1984,2,3/22/2006,0,20,1,4,10/8/2004,1
231799371,11/14/2008,2,0,42.736,0,TOT-331933,4/19/1989,434,1000,2,0,3/7/1963,1,8/18/1999,0,46,0,2,3/12/1984,1
432000914,1/4/2008,3,0,79.3905,1,DOK-166405,7/2/1999,187,1000,2,1,1/12/1968,3,8/9/2007,0,50,0,1,10/3/1992,1
303434708,11/21/2008,5,0,10.841,0,VXR-895315,6/5/1995,158,1000,3,1,7/4/1952,3,4/15/1995,0,60,1,2,5/10/1990,0
765641753,6/27/2008,3,1,171,0,QKG-279677,4/1/1992,171,1000,1,0,4/16/1942,3,10/24/1979,1,15,1,2,7/29/1988,1
426197757,8/9/2008,1,0,12.898,0,GWL-518177,6/30/2001,250,3000,3,1,12/18/1960,3,12/4/2002,0,56,0,4,2/20/1995,1
588878005,1/10/2008,3,0,39.199,0,PVM-001352,11/18/2006,92,2000,4,0,11/9/1984,2,5/16/2003,0,35,0,3,6/27/2006,1
841461847,7/26/2008,4,1,619,0,KXQ-666878,2/21/1994,619,3000,1,1,11/11/1953,1,2/20/1999,0,35,0,1,2/19/1986,1
479056552,7/2/2008,2,0,13.462,0,VYR-490225,3/22/1984,111,3000,3,0,8/4/1951,2,2/3/2004,0,62,0,1,11/22/1977,1
368184968,7/5/2008,1,0,3.483,0,SOI-248545,6/24/1993,66,500,1,0,10/26/1931,1,1/9/1992,1,12,1,2,12/28/1990,1
918976772,10/25/2008,2,0,54.654,0,VRP-860062,10/25/1994,712,1000,1,0,1/30/1953,2,4/16/1990,0,83,0,1,7/25/1988,1
247841528,8/9/2008,4,0,47.12,0,WZT-937040,11/2/2002,133,1000,1,1,6/3/1979,4,8/6/2006,0,95,0,1,10/12/2001,1
462963094,2/8/2008,1,1,30.33,0,KRM-502319,10/23/1998,226,1000,3,0,4/9/1966,4,5/11/1998,0,63,0,1,7/27/1991,1
82952407,5/16/2008,5,0,10.841,0,OTX-202424,9/4/2006,180,1000,3,0,11/13/1987,1,9/21/2005,0,21,0,1,2/3/2006,1
966497685,6/8/2008,3,0,79.437,0,VEQ-005778,3/7/2008,223,2000,2,1,9/27/1989,2,12/31/2008,0,18,1,4,3/7/2008,1
619735300,6/20/2008,5,0,3.654,0,UPQ-609657,2/7/2002,103,1000,4,0,11/18/1969,4,5/22/2005,0,52,0,1,4/28/1995,1
720697527,8/5/2008,1,0,17.563,0,YFX-192141,11/8/1998,420,3000,1,0,10/16/1969,3,2/18/2002,0,136,0,1,5/9/1991,1
3333607,11/16/2008,3,0,58.328,0,RAN-193663,5/13/1990,167,1000,5,0,12/23/1937,5,12/11/2000,0,67,1,2,10/14/1983,1
606897803,11/21/2008,2,0,25.806,0,PLU-771131,6/4/2005,214,2000,4,0,2/27/1973,1,10/20/1996,0,37,0,1,4/21/2001,1
356682945,9/22/2008,5,0,10.448,0,SXI-673939,4/20/1987,158,1000,1,0,8/15/1934,4,6/10/1998,0,95,0,3,4/29/1975,1
319270073,5/11/2008,1,0,2.575,0,YAD-686070,9/10/2007,87,3000,4,1,9/20/1986,4,8/23/2008,0,42,0,1,2/21/2007,1
285398627,2/29/2008,3,0,20.945,0,ANW-410177,12/5/1994,72,1000,4,1,8/25/1961,4,12/5/2003,0,28,0,1,5/12/1990,1
327368310,10/26/2008,3,1,64,0,LCM-279287,9/26/2004,64,1000,5,1,8/7/1970,3,11/14/1998,0,30,0,1,2/15/2004,1
290370713,5/25/2008,2,0,10.39,0,QIY-151686,3/5/2008,118,1000,5,0,6/29/1979,3,1/23/2006,0,31,0,1,9/1/2007,1
50642803,4/10/2008,3,1,91,0,RGA-508624,8/4/2001,91,1000,4,1,12/10/1974,2,2/5/1998,0,29,1,2,2/13/1995,1
596240476,8/22/2008,2,0,11.49225,1,GUY-908562,4/11/1991,93,1000,3,1,8/30/1958,2,9/25/2002,0,58,0,1,3/18/1987,1
808174656,3/16/2008,5,0,17.148,0,GZA-128386,5/9/1991,467,1000,1,1,7/17/1951,2,11/23/1999,0,87,0,1,10/18/1984,1
882008716,8/25/2008,1,1,4.327,0,EMQ-182243,10/30/1968,64,3000,2,1,2/3/1931,1,7/21/1968,1,36,0,1,9/10/1964,1
736394916,3/23/2008,4,1,65,0,MHE-807596,9/17/1993,65,500,4,0,5/24/1946,4,8/3/1985,1,16,0,1,8/22/1985,1
819041518,2/29/2008,2,0,18.804,0,QXF-273179,12/4/2000,134,1000,1,0,8/9/1959,4,10/6/2007,0,17,1,4,11/21/1999,1
467076142,8/28/2008,5,0,26.711,0,CZN-056287,6/10/1996,447,1000,4,0,3/5/1959,5,9/27/1999,0,190,1,2,3/16/1988,1
872985096,1/17/2008,1,0,11.14,0,PEV-720328,9/9/1998,191,2000,1,0,7/13/1965,2,12/25/1995,0,47,0,3,12/13/1992,1
870565717,3/10/2008,5,0,31.523,0,CLK-797240,6/11/2004,869,1000,1,1,1/4/1963,1,12/24/1992,0,68,0,1,2/27/1999,1
647409105,2/19/2008,4,0,23.821,0,GUY-396040,2/3/1986,58,2000,4,1,2/14/1941,4,2/16/1973,1,12,0,1,1/7/1985,1
546625603,10/1/2008,1,0,5.611,0,GQS-407327,6/17/1993,66,1000,4,0,7/21/1953,1,11/10/2003,0,34,0,2,2/8/1985,0
606961185,4/16/2008,1,0,8.789,0,PFG-045179,12/24/1982,243,500,1,1,10/23/1953,3,5/6/2006,0,94,0,1,3/28/1977,1
783720180,1/19/2008,5,0,3.854,0,XHR-497440,4/15/1995,86,1000,3,0,10/23/1937,3,8/8/2004,0,26,0,1,12/16/1987,1
473566427,11/27/2008,5,0,20.658,0,RPL-918415,1/13/1998,407,1000,1,0,12/17/1969,1,8/19/1995,0,53,1,5,10/27/1992,1
913028100,8/13/2008,1,0,8.506,0,NUA-241213,7/5/1996,121,500,5,0,6/9/1962,2,3/17/1992,0,80,1,4,1/14/1994,1
848623831,6/17/2008,1,0,2.559,0,CZL-395989,4/25/2008,54,3000,3,0,4/21/1990,2,12/25/2008,0,16,0,1,4/25/2008,1
416774157,6/18/2008,5,0,4.567,0,QQD-629681,2/15/2007,110,500,3,1,1/8/1965,1,4/13/1995,0,81,1,2,11/18/2001,1
546110884,6/24/2008,3,1,76,0,RDF-672992,10/14/1981,76,500,1,0,2/21/1945,4,1/5/1998,0,77,0,1,1/5/1974,1
126904789,3/14/2008,1,0,32.1615,1,UCI-926912,4/23/2006,402,2000,1,1,1/26/1975,5,4/28/2006,0,69,0,1,1/2/2001,1
210865451,7/8/2008,5,0,7.974,0,YBE-594934,7/15/1990,177,3000,3,0,10/15/1956,1,1/18/1983,0,78,0,1,8/7/1987,1
914891922,6/6/2008,3,1,193,0,NSG-458995,4/15/1985,193,1000,4,0,3/1/1955,4,9/29/2002,0,56,1,2,3/11/1980,1
191786211,4/25/2008,1,0,6.347,0,QUO-173223,7/27/2003,163,1000,4,1,2/9/1955,3,6/18/2003,0,66,0,1,1/30/2003,1
395962475,11/2/2008,3,1,161,0,FFU-649157,5/7/2004,161,1000,5,1,9/25/1976,4,4/7/2001,0,49,1,4,2/4/2004,1
867575974,10/2/2008,5,0,8.633,0,SKZ-991171,2/10/2008,149,1000,2,0,9/28/1990,2,7/24/2008,0,22,1,6,2/10/2008,1
536806923,11/18/2008,2,0,22.707,0,SHA-819933,1/8/2001,282,1000,4,0,5/31/1963,5,7/30/2007,0,46,1,3,3/4/1996,1
220900407,8/13/2008,2,0,11.34,0,BOA-634537,1/30/2007,140,1000,2,0,6/8/1974,3,4/11/2005,0,40,0,1,12/29/2006,1
44483539,11/14/2008,1,0,3.2214,1,LPX-397307,4/14/1968,56,500,3,0,4/16/1929,4,4/27/1991,1,11,0,1,6/26/1962,1
457006232,2/27/2008,1,0,3.564,0,ZOO-594983,11/5/1984,156,2000,3,1,3/6/1941,4,4/17/2005,0,29,0,1,1/6/1977,1
411412237,8/13/2008,5,0,2.439,0,JLU-038413,3/16/1993,111,500,5,0,10/10/1962,2,1/11/1994,0,67,1,4,9/16/1988,1
930063505,7/12/2008,1,0,8.00415,1,WXV-178067,1/3/2003,94,1000,4,1,5/3/1960,2,6/9/1997,0,70,0,2,9/14/1996,0
633902499,3/15/2008,2,0,25.296,0,IVX-811900,3/28/2004,251,1000,1,1,11/2/1971,4,1/22/2004,0,79,1,4,10/2/1997,1
49065684,8/16/2008,1,0,3.09855,1,PBJ-641957,12/31/2006,134,1000,1,1,12/11/1987,1,7/13/2004,0,17,1,6,3/26/2006,0
434644671,6/23/2008,1,0,25.554,0,KGL-962434,9/16/2005,703,3000,2,1,11/24/1985,2,5/23/2008,0,19,1,6,2/15/2004,1
537611008,10/24/2008,3,0,64.319,0,OOY-037462,3/29/2007,150,1000,2,1,8/18/1986,1,11/26/2007,0,21,1,4,9/23/2005,0
680853941,6/2/2008,1,0,4.008,0,OLA-488925,3/20/1980,59,1000,3,1,4/15/1936,4,12/24/1999,1,11,0,1,10/24/1966,1
452412387,11/20/2008,3,1,733,0,QDD-584801,7/22/1983,733,3000,5,0,1/1/1944,4,4/19/2002,0,115,0,1,9/22/1977,1
77703022,9/29/2008,5,0,6.186,0,VEQ-083326,2/25/2008,131,1000,1,1,5/4/1990,2,3/8/2008,0,21,0,1,2/25/2008,1
682221664,11/8/2008,2,0,12.798,0,IXK-391123,3/20/2007,76,3000,3,1,2/5/1977,1,3/12/1998,0,35,1,4,6/16/2002,0
150936608,4/29/2008,1,0,10.375,0,OFO-794926,1/7/1997,165,1000,5,0,6/2/1972,2,11/30/1997,0,45,0,1,5/18/1995,1
630191226,5/17/2008,3,0,281.504,0,ZCH-278044,8/17/1988,670,3000,2,0,5/27/1945,2,3/20/1990,1,26,1,2,7/5/1983,1
179693316,3/7/2008,5,0,29.961,0,MBO-067036,6/7/2007,774,2000,4,0,4/29/1983,4,6/13/2008,0,48,1,5,12/31/2006,1
558690264,11/8/2008,3,0,127.26945,1,GNU-303288,3/15/1989,357,3000,1,0,5/7/1949,1,7/10/1993,0,46,0,1,6/14/1986,1
86116103,1/25/2008,5,0,26.3781,1,GVP-434742,12/31/2002,408,3000,5,1,5/11/1967,3,9/4/1997,0,35,0,1,4/27/1998,0
102747410,11/15/2008,5,0,3.315,0,YYX-862498,4/16/1991,54,500,2,0,2/28/1929,4,12/7/2002,1,18,1,2,4/24/1985,1
4033660,8/19/2008,5,0,10.635,0,ZBD-155388,8/5/1996,220,3000,2,0,10/10/1959,3,11/19/2002,0,74,1,4,5/17/1990,1
361656051,9/20/2008,5,0,40.116,0,LTR-492766,12/9/2002,737,3000,2,0,11/17/1972,4,12/26/2007,0,42,0,2,10/10/1997,1
31889773,11/24/2008,3,0,98.73,0,GUF-343574,9/9/1985,229,3000,1,1,4/8/1944,2,6/20/2004,0,44,0,1,9/17/1977,1
892986992,4/15/2008,5,0,4.049,0,HTA-541216,4/4/1993,109,500,2,1,9/18/1951,2,2/10/1997,0,48,0,1,3/1/1992,0
973856292,7/14/2008,2,0,21.645,0,QGR-809477,8/20/1989,196,1000,2,1,9/22/1963,2,8/7/2003,0,51,1,2,5/9/1986,1
68452586,11/21/2008,1,0,30.303,0,HBC-650125,3/1/2004,558,3000,3,1,1/7/1969,2,2/12/1996,0,88,0,1,11/17/2001,1
135335750,2/19/2008,2,0,51.362,0,RGC-531866,2/3/1992,450,2000,2,0,9/23/1938,3,9/17/2006,0,24,0,1,12/2/1985,1
288702451,7/25/2008,5,0,6.074,0,QGK-646763,1/18/2008,138,1000,4,1,7/31/1989,2,8/7/2008,0,36,1,6,1/18/2008,1
492298238,2/19/2008,3,0,74.445,0,SOA-709763,10/29/2007,182,1000,1,0,6/10/1982,2,4/6/2006,0,34,1,3,5/18/2007,1
102302539,3/7/2008,5,0,5.064,0,KKH-790773,9/28/1995,111,3000,5,1,2/28/1945,2,3/28/1999,0,39,0,1,1/1/1987,1
977535534,8/1/2008,2,0,9.282,1,WVO-903081,4/24/2006,97,1000,1,1,9/23/1981,2,10/30/2004,0,24,0,1,3/14/2001,1
197380121,2/5/2008,1,0,10.09575,1,PXF-289542,4/28/2006,309,1000,3,0,9/28/1977,2,9/18/2002,0,46,1,2,8/17/2000,1
348442659,2/25/2008,2,0,11.417,0,ZAW-629888,10/9/2006,153,1000,2,1,8/6/1985,2,8/27/2007,0,30,0,4,8/28/2004,1
741929276,11/20/2008,1,0,43.191,0,MUD-239289,7/28/1999,637,3000,2,0,4/2/1969,4,8/5/2007,0,235,1,4,8/28/1992,1
873079284,5/29/2008,5,0,6.944,0,WUF-504389,1/22/2006,84,1000,2,1,4/22/1981,5,10/26/2008,0,13,1,3,5/25/2004,1
416786951,6/26/2008,3,1,102,0,QZW-064358,8/31/1977,102,1000,2,1,6/28/1940,1,6/30/1989,1,17,1,2,12/7/1975,1
906311375,10/6/2008,1,0,2.376,0,KIE-692179,4/30/1966,67,1000,2,0,6/25/1940,2,3/20/1999,1,13,1,2,12/10/1965,1
192752223,3/11/2008,5,0,3.191,0,LMS-186482,4/7/1978,83,1000,2,0,4/26/1935,5,2/25/1984,1,33,1,2,4/25/1974,1
620275199,1/13/2008,5,0,35.317,0,HUS-667844,11/26/1984,644,2000,4,0,12/23/1949,2,6/25/1992,0,87,1,2,5/24/1978,1
786297252,4/13/2008,2,0,54.842,0,TRF-212961,1/7/1987,525,1000,1,1,8/9/1948,3,5/18/2001,0,42,1,4,11/22/1981,1
792455355,9/20/2008,3,0,291.123,0,CMM-833012,10/5/1986,718,3000,4,0,9/6/1961,4,6/19/2003,0,77,0,1,6/26/1980,1
352274519,1/9/2008,1,0,3.16,0,SAR-026916,10/26/2007,93,2000,1,1,8/14/1985,4,3/29/2008,0,28,1,5,3/30/2004,1
723421931,2/12/2008,5,0,3.066,1,EQR-749487,6/15/1989,72,1000,1,1,2/28/1943,2,4/7/1978,1,12,1,3,5/28/1980,1
6894709,8/14/2008,5,0,23.663,0,UQY-725675,12/10/1994,402,1000,3,0,2/3/1969,4,10/22/2006,0,112,1,2,10/22/1990,1
310799159,7/22/2008,5,0,1.909,0,CRL-623733,2/8/1979,62,1000,5,1,9/5/1948,1,7/20/2007,0,30,1,2,10/14/1970,1
276381064,1/22/2008,2,0,7.05,0,NSA-381382,5/6/1997,168,2000,4,1,11/8/1961,4,12/19/2004,0,48,1,3,7/30/1989,1
778408681,10/26/2008,2,1,44.64,0,AVH-038970,8/7/2006,121,3000,2,1,3/21/1972,3,1/21/2007,0,24,1,4,5/22/2001,1
446704194,9/9/2008,4,0,50.424,0,NNR-507065,10/13/1989,110,1000,2,1,4/22/1963,3,3/24/2003,0,29,1,3,8/29/1986,1
926154503,10/21/2008,4,0,68.583,0,TEZ-612695,3/16/1999,180,3000,5,1,9/30/1956,2,3/26/1992,0,137,1,5,4/12/1993,1
693507558,3/19/2008,3,1,418,0,GMT-593142,3/26/2004,418,2000,2,1,12/23/1975,1,5/23/2000,0,28,0,4,9/7/2001,1
92293488,4/19/2008,1,0,7.425,0,LWL-485710,6/1/2000,123,1000,3,1,11/24/1972,4,2/14/2006,0,54,1,5,4/17/1998,1
644296886,2/25/2008,5,0,12.998,0,JAN-259329,12/21/1998,311,2000,1,1,10/2/1943,3,8/30/1974,1,78,0,1,12/11/1990,1
748956018,9/10/2008,3,0,83.931,0,MCR-813192,7/12/1992,220,3000,2,0,2/24/1953,1,2/14/1984,0,83,1,2,3/2/1985,1
745820745,2/25/2008,2,0,25.488,0,VKM-298831,9/26/2005,242,1000,3,1,11/30/1985,4,12/26/2008,0,17,1,6,1/10/2005,1
736115262,2/8/2008,1,0,6.421,0,QYX-690952,5/17/1974,71,500,3,1,1/26/1932,1,4/5/1996,1,12,0,1,8/28/1958,1
428804039,4/28/2008,5,0,8.194,0,KWF-541977,3/25/2000,213,1000,1,0,6/21/1979,3,10/28/2005,0,96,1,6,7/8/1998,1
360048463,4/11/2008,1,0,5.438,0,WID-676095,10/22/1986,77,1000,1,0,5/9/1941,1,9/20/1992,0,54,1,2,11/26/1975,1
775695600,5/14/2008,5,0,9.773,0,AFW-335429,6/19/2002,270,1000,1,0,2/25/1964,4,3/18/2006,0,21,0,1,4/4/1996,1
736217003,7/8/2008,3,0,97.356,0,TMO-826037,2/20/2006,250,1000,1,1,9/25/1982,5,7/19/2008,0,21,1,6,4/23/2005,1
623820979,1/20/2008,3,0,206.986,0,MWY-110064,2/28/2000,515,3000,1,0,4/8/1940,3,11/22/1982,0,153,0,1,10/22/1994,1
529385741,1/11/2008,2,0,11.985,0,MOP-005365,7/16/1991,80,1000,5,1,4/19/1940,1,2/26/1972,1,28,1,3,4/28/1983,1
